Company,BSE code,NSE code,ISIN,Sector,Industry,Date,Price,1 day change(%),52 Week Low,52 Week High,Market Cap(Cr),Enterprise Value(Cr)
Cummins India Ltd.,500480,CUMMINSIND,INE298A01020,Capital Goods,Diesel Engines,2022-06-16,975.5,-2.37,818,"1,162.00","27,072.74","26,348.48"
Cupid Ltd.,530843,CUPID,INE509F01011,Consumer Staples,Household & Personal Products,2022-06-16,212,-2.8,191.25,354,281.77,224.34
Cura Technologies Ltd.,532332,CURATECH,INE117B01012,Technology,Software,2021-12-13,1.78,4.71,1.54,2.06,1.7,8.36
CWD Ltd.,543378,,INE0H8H01019,Capital Goods,Electronic Components,2022-06-16,"1,250.00",-2.34,180,"1,440.00",451.43,466.54
Cybele Industries Ltd.,531472,,INE183D01010,Capital Goods,Wires & cables,2022-06-16,10.9,0,5.59,17.45,11.66,17.44
Cyber Media (India) Ltd.,532640,CYBERMEDIA,INE278G01037,Services,Media & Entertainment,2022-06-16,18.35,4.86,8.6,48.35,27.57,46.46
Cybertech Systems & Software Ltd.,532173,CYBERTECH,INE214A01019,Technology,Software,2022-06-16,131.3,-1.83,130.1,245.7,371.42,326.14
Cyient Ltd.,532175,CYIENT,INE136B01020,Technology,Software,2022-06-16,775.1,-3.25,720,"1,292.00","8,567.33","7,812.55"
Dabur India Ltd.,500096,DABUR,INE016A01026,Consumer Staples,Household & Personal Products,2022-06-16,497,0.14,488.3,658.95,"87,718.25","86,364.87"
Dai-Ichi Karkaria Ltd.,526821,DAICHIKARK,INE928C01010,Energy,Crude Oil & Natural Gas,2022-06-16,279.7,-1.43,255,539.8,207.89,227.14
Daikaffil Chemicals India Ltd.,530825,,INE789B01018,Chemicals,Dyes & Pigments,2022-06-16,22,-0.9,21,43.75,13.2,3.25
Dalal Street Investments Ltd.,501148,,INE422D01012,Financial,Hire Purchase,2022-06-16,235.75,0,223.9,319.35,7.43,8.31
Dalmia Bharat Ltd.,542216,DALBHARAT,INE00R701025,Materials,Cement,2022-06-16,"1,252.35",-2.22,"1,228.10","2,548.40","23,447.32","22,558.18"
Dalmia Bharat Sugar And Industries Ltd.,500097,DALMIASUG,INE495A01022,Consumer Staples,Sugar,2022-06-16,333,-4.43,312,569.5,"2,715.11","3,388.76"
Damodar Industries Ltd.,521220,DAMODARIND,INE497D01022,Textiles,Cotton & Blended Yarn,2022-06-16,41.2,-2.14,33,78.75,98.33,428.37
Dangee Dums Ltd.,,DANGEE,INE688Y01014,Consumer Staples,Food Processing,2022-06-16,335.3,1.59,,,341.82,355.21
Danlaw Technologies India Ltd.,532329,,INE310B01013,Services,Trading,2022-06-16,177,1.75,127.2,350.95,65.62,68.02
Danube Industries Ltd.,540361,,INE575D01041,Consumer Staples,Paper,2022-06-16,32.85,-2.09,5.1,59.6,98.4,100.55
Darjeeling Ropeway Company Ltd.,539770,,INE830S01014,Construction,Construction,2022-06-13,4.86,-4.89,3.33,5.4,1.48,3
Darshan Orna Ltd.,539884,,INE671T01028,Consumer Discretionary,"Gems, Jewellery & Accessories",2022-06-16,5.45,-4.39,5.15,30,27.27,28.46
Datamatics Global Services Ltd.,532528,DATAMATICS,INE365B01017,Technology,Software,2022-06-16,284.3,-2.52,144,382.4,"1,683.30","1,470.53"
Data Patterns (India) Ltd.,543428,DATAPATTNS,INE0IX101010,Capital Goods,Electronic Components,2022-06-16,676.55,-3.63,575,935.15,"3,528.29","3,668.15"
Datasoft Application Software (India) Ltd.,526443,,INE072B01027,Technology,Software,2022-05-09,3.48,4.82,1.73,3.48,0.39,0.12
Datiware Maritime Infra Ltd.,519413,,INE673U01014,Consumer Staples,Food Processing,2022-02-09,18.9,4.71,17.15,18.95,9.45,14.63
Daulat Securities Ltd.,530171,,INE108C01019,Financial,Brokerage Services,2022-06-16,24.8,-1.39,8.04,53.6,12.4,12.37
Davangere Sugar Company Ltd.,543267,,INE179G01011,Consumer Staples,Sugar,2022-06-03,15.9,4.86,14.45,15.9,149.63,264.57
DB Corp Ltd.,533151,DBCORP,INE950I01011,Consumer Staples,Books & Newspapers,2022-06-16,77.1,-1.22,74.8,120,"1,361.20","1,131.86"
DB (International) Stock Brokers Ltd.,530393,DBSTOCKBRO,INE921B01025,Financial,Brokerage Services,2022-06-16,19.2,0.52,13.4,49.2,65.45,17.54
DB Realty Ltd.,533160,DBREALTY,INE879I01012,Construction,Real Estate,2022-06-16,68.75,-4.71,19.5,134.05,"1,784.92","4,234.55"
DCB Bank Ltd.,532772,DCBBANK,INE503A01015,Financial,Banking,2022-06-16,75.7,-3.07,67.85,114.45,"2,351.39","2,403.12"
DC Infotech and Communication Ltd.,,DCI,INE0A1101019,Services,Trading,2022-06-15,40.25,0.63,,,48.3,64.22
DCM Financial Services Ltd.,511611,DCMFINSERV,INE891B01012,Financial,Equipment Leasing,2022-06-10,4.2,5,2.2,5.23,7.9,16.25
DCM Ltd.,502820,DCM,INE498A01018,Textiles,Textile Processing,2022-06-16,67.45,-3.78,38.05,146,126.92,152.99
DCM Nouvelle Ltd.,542729,DCMNVL,INE08KP01019,Textiles,Textile Processing,2022-06-16,160.7,-1.98,127.15,386.1,304.73,471.09
DCM Shriram Industries Ltd.,523369,DCMSRIND,INE843D01027,Consumer Staples,Sugar,2022-06-16,77.55,-7.01,76.05,131.4,685.93,"1,117.60"
DCM Shriram Ltd.,523367,DCMSHRIRAM,INE499A01024,Diversified,Diversified,2022-06-16,946.8,-4.18,703.25,"1,263.85","14,760.72","15,521.11"
DCW Ltd.,500117,DCW,INE500A01029,Chemicals,Thermoplastics,2022-06-16,36.5,-4.2,31.85,65.95,954.07,"1,491.22"
Debock Industries Ltd.,,DIL,INE411Y01011,Capital Goods,Other Machinery,2022-06-16,46.45,-1.06,,,173.14,200.64
Deccan Bearings Ltd.,505703,,INE498D01012,Capital Goods,Ball Bearings,2022-05-05,53.15,2.31,4.9,54.5,11.6,11.54
Deccan Cements Ltd.,502137,DECCANCE,INE583C01021,Materials,Cement,2022-06-16,457.25,-0.72,441.05,846.75,639.23,490.27
Deccan Gold Mines Ltd.,512068,,INE945F01025,Metals & Mining,Non-Ferrous Metal,2022-06-16,20.95,-11.42,16.75,36.75,205.32,219.12
Deccan Health Care Ltd.,542248,,INE452W01019,Healthcare,Drugs & Pharma,2022-06-16,31,-4.76,22.65,42.9,48.79,48.96
Deccan Polypacks Ltd.,531989,,INE132E01015,Materials,Packaging & Containers,2022-06-13,5.15,0.39,2.9,5.15,1.09,1.69
Decillion Finance Ltd.,539190,,INE848N01017,Financial,Misc. Fin.services,2022-05-24,21.4,0,12.07,22.5,7.49,7.47
Decipher Labs Ltd.,524752,,INE643N01012,Healthcare,Drugs & Pharma,2022-06-16,44.95,-4.06,27,145.7,45,55.25
Deco-Mica Ltd.,531227,,INE907E01010,Materials,Plastic Sheets,2022-06-16,38,-1.55,21.75,59.8,15.96,34.3
Decorous Investment & Trading Co Ltd.,539405,,INE183R01010,Consumer Discretionary,"Gems, Jewellery & Accessories",2022-06-16,19.65,-4.84,14.85,26,6.81,7.11
Deepak Fertilisers & Petrochemicals Corporation Ltd.,500645,DEEPAKFERT,INE501A01019,Chemicals,Misc.Chem.,2022-06-16,601.15,-4.99,343.55,730,"7,272.58","9,472.92"
Deepak Nitrite Ltd.,506401,DEEPAKNTR,INE288B01029,Chemicals,Organic Chemicals,2022-06-16,"1,841.80",-0.56,"1,700.00","3,020.00","25,028.12","25,605.04"
Deepak Spinners Ltd.,514030,DEEPAKSPIN,INE272C01013,Textiles,Synthetic Yarn,2022-06-16,219.9,-4.02,150.4,464.85,159.73,211.06
Deep Diamond India Ltd.,539559,,INE005G01018,Consumer Discretionary,"Gems, Jewellery & Accessories",2022-05-27,18.75,-4.82,11,19.85,6,5.83
Deep Energy Resources Ltd.,532760,DEEPENR,INE677H01012,Energy,Oil & Gas Exploration,2022-06-16,88.25,-3.81,36.4,119.8,279.84,294.09
Deep Industries Ltd.,543288,DEEPINDS,INE0FHS01016,Energy,Oil & Gas Equipment & Services,2022-06-16,198.7,-3.05,75.65,288.7,633.92,641.57
Deep Polymers Ltd.,541778,,INE00IY01012,Chemicals,Thermoplastics,2022-06-16,184.75,-4.18,48.51,458.57,414.36,442.82
Delhivery Ltd.,543529,DELHIVERY,INE148O01028,Services,Courier Services,2022-06-16,492.55,-1.2,467.5,617.7,"35,718.01","35,327.77"
Delphi World Money Ltd.,533452,DELPHIFX,INE726L01019,Financial,Misc. Fin.services,2022-06-16,420.75,-1.22,407.35,819,477.39,441.85
Delta Corp Ltd.,532848,DELTACORP,INE124G01033,Services,Leisure & Recreation,2022-06-16,163.9,-7.06,162.1,339.7,"4,395.46","4,147.63"
Delta Industrial Resources Ltd.,539596,,INE681Q01015,Financial,Misc. Fin.services,2022-06-13,10.98,0,4.9,10.98,5.92,5.47
Delta Manufacturing Ltd.,504286,DELTAMAGNT,INE393A01011,Automobile,Auto Ancillaries,2022-06-16,70.3,-4.94,40.7,125.5,76.72,140.64
Delton Cables Ltd.,504240,,INE872E01016,Capital Goods,Wires & cables,2022-06-16,43.9,-4.57,39.2,95.1,39.23,96.01
Denis Chem Lab Ltd.,537536,,INE051G01012,Healthcare,Drugs & Pharma,2022-06-16,52,-4.5,49,95.6,76.25,80.59
Den Networks Ltd.,533137,DEN,INE947J01015,Services,Media & Entertainment,2022-06-16,32.75,-6.16,31.8,62.1,"1,605.86",-732.8
De Nora India Ltd.,590031,DENORA,INE244A01016,Metals & Mining,Other Metal Products,2022-06-16,650.55,0.43,293.1,842,342.7,308.67
Desh Rakshak Aushdhalaya Ltd.,531521,,INE971E01016,Healthcare,Drugs & Pharma,2022-04-13,4.3,4.88,3.91,4.3,1.91,4.29
Destiny Logistics & Infra Ltd.,,DESTINY,INE0IGO01011,Services,Logistics,2022-06-16,18.35,-4.92,,,14.12,18.59
Devhari Exports (India) Ltd.,539197,,INE553P01018,Services,Trading,2022-06-13,0.58,-4.92,0.5,1.17,4.31,6.24
Devine Impex Ltd.,531585,,INE455C01014,Services,Trading,2022-06-16,5.33,0,2.9,9.5,4.83,4.66
Dev Information Technology Ltd.,543462,DEVIT,INE060X01018,Technology,Software,2022-06-16,159.15,-4.56,42.75,226.9,178.86,183.17
Devki Leasing & Finance Ltd.,530765,,INE510B01018,Financial,Hire Purchase,2022-06-06,5.35,0,2.16,5.35,1.88,2.35
Devoted Construction Ltd.,542002,,INE061Z01011,Construction,Construction,2022-03-21,4.26,-4.91,4.26,11.59,1.28,125.79
Devyani International Ltd.,543330,DEVYANI,INE872J01023,Services,Restaurants,2022-06-16,147,-3.07,107.55,198.9,"17,751.79","18,330.40"
DFM Foods Ltd.,519588,DFMFOODS,INE456C01020,Consumer Staples,Bakery & Milling Prod.,2022-06-16,201.7,-0.64,199.15,416,"1,010.55",996.17
Dhabriya Polywood Ltd.,538715,,INE260R01016,Materials,Other Plastic Products,2022-06-16,86,0.12,58,129,93.85,139.27
Dhampure Specialty Sugars Ltd.,531923,,INE956B01013,Consumer Staples,Food Processing,2022-06-16,40,-7.62,27.3,53.9,31.8,38.3
Dhampur Sugar Mills Ltd.,500119,DHAMPURSUG,INE041A01016,Consumer Staples,Sugar,2022-06-16,233.55,-6.37,225,584.5,"1,540.19","2,712.39"
Dhanada Corporation Ltd.,531198,,INE041F01015,Services,Hotels,2022-06-16,5.25,0,3.43,8.41,29.37,53.14
Dhanalaxmi Roto Spinners Ltd.,521216,,INE220C01012,Textiles,Cotton & Blended Yarn,2022-06-16,81.6,-1.98,35.05,141,31.79,16.72
Dhanashree Electronics Ltd.,542679,,INE413F01016,Capital Goods,Electronic Equipment,2022-06-16,18.3,-4.44,11.35,29.7,26.04,71.07
Dhani Services Ltd.,532960,DHANI,INE274G01010,Financial,Hire Purchase,2022-06-16,37.75,-4.91,37.75,242.9,"2,302.55","2,579.91"
Dhanlaxmi Bank Ltd.,532180,DHANBANK,INE680A01011,Financial,Banking,2022-06-16,11.15,-6.3,11,20.2,284.64,-533.89
Dhanlaxmi Cotex Ltd.,512485,,INE977F01010,Services,Trading,2022-06-16,97.7,-4.96,11.81,211.65,47.59,47.34
Dhanlaxmi Fabrics Ltd.,521151,,INE953D01016,Textiles,Cloth,2022-06-16,74.75,-4.96,18.4,187,64.14,75.75
Dhanuka Agritech Ltd.,507717,DHANUKA,INE435G01025,Chemicals,Pesticides,2022-06-16,693.75,-2.62,662.75,"1,053.90","3,255.36","3,132.31"
Dhanuka Realty Ltd.,,DRL,INE704V01015,Construction,Real Estate,2022-06-08,15.5,-2.21,,,10.91,28.17
Dhanvantri Jeevan Rekha Ltd.,531043,,INE239F01015,Healthcare,Health Services,2022-06-16,12.21,-4.98,5.83,21.87,5,4.43
Dhanvarsha Finvest Ltd.,540268,DHANVARSHA,INE615R01029,Financial,Misc. Fin.services,2022-06-16,74.5,-1.39,71.9,187.5,801.15,834.88
Dharamsi Morarji Chemical Company Ltd.,506405,DHARAMSI,INE505A01010,Chemicals,Misc.Chem.,2022-06-16,336.9,-1.09,294.55,479.45,838.48,879.3
Dharani Finance Ltd.,511451,,INE899D01011,Financial,Equipment Leasing,2022-06-16,6.29,-2.78,4.11,9,3.07,3.16
Dharani Sugars & Chemicals Ltd.,507442,DHARSUGAR,INE988C01014,Consumer Staples,Sugar,2022-06-16,11.65,-1.69,11.35,36.5,38.48,569.56
Dhenu Buildcon India Ltd.,501945,,INE758D01027,Financial,Brokerage Services,2022-06-13,1.77,-1.67,1.16,2.25,3.24,3.22
D&H India Ltd.,517514,,INE589D01018,Capital Goods,Welding machinery,2022-06-16,25.7,-4.81,17.25,32.4,18.17,34.19
Dhoot Industrial Finance Ltd.,526971,,INE313G01016,Services,Trading,2022-06-16,83.45,-6.5,61.35,140,52.72,79.37
DHP India Ltd.,531306,,INE590D01016,Consumer Staples,Misc. Manuf.Articles,2022-06-16,"1,021.00",-3.2,500,"1,199.00",306.3,228.08
Dhruva Capital Services Ltd.,531237,,INE972E01014,Financial,Equipment Leasing,2022-06-16,6.53,4.98,3.5,7.45,2.13,2.04
Dhruv Consultancy Services Ltd.,541302,DHRUV,INE506Z01015,Construction,Construction,2022-06-16,47.15,-2.88,45.4,84.65,67.91,74.14
Dhruv Estates Ltd.,507886,,INE780E01011,Construction,Infrastructure,2021-12-13,11.85,4.87,9.27,13.17,1.14,1.03
Dhruv Wellness Ltd.,540695,,INE109Y01011,Services,Trading,2022-06-03,376.35,-5,73.95,438.9,396.67,416.38
Dhunseri Investments Ltd.,533336,DHUNINV,INE320L01011,Financial,Investment Services,2022-06-16,582.4,-3.24,502.3,865,351.56,379.9
Dhunseri Tea & Industries Ltd.,538902,DTIL,INE341R01014,Consumer Staples,Tea & Coffee,2022-06-16,196.95,-4.49,195.1,405.2,207.26,199.25
Dhunseri Ventures Ltd.,523736,DVL,INE477B01010,Consumer Staples,Bakery & Milling Prod.,2022-06-16,201.55,-4.59,196.95,350.15,700.5,522
Dhyaani Tile And Marblez Ltd.,543516,,INE0K5F01014,Services,Trading,2022-06-16,91.25,3.28,49.5,91.25,13.87,13.42
Diamant Infrastructure Ltd.,508860,,INE206I01026,Financial,Investment Services,2022-06-13,0.91,4.6,0.31,1.11,3.2,15.9
Diamines & Chemicals Ltd.,500120,,INE591D01014,Chemicals,Organic Chemicals,2022-06-16,268,-4.41,229,351,263.17,233.8
Diamond Power Infrastructure Ltd.,522163,DIAPOWER,INE989C01012,Capital Goods,Wires & cables,2022-06-13,1.85,0,0.55,1.85,47.74,"1,602.30"
Diana Tea Company Ltd.,530959,,INE012E01035,Consumer Staples,Tea & Coffee,2022-06-16,23.9,-4.59,20.5,40,36.35,54.11
DIC India Ltd.,500089,DICIND,INE303A01010,Chemicals,Dyes & Pigments,2022-06-16,366.8,-1.96,321.15,549.9,332.78,262.46
Diggi Multitrade Ltd.,540811,,INE158R01012,Construction,Real Estate,2022-06-16,15,-6.25,10.5,21.4,14.52,15.43
Digicontent Ltd.,542685,DGCONTENT,INE03JI01017,Services,Advertising & Marketing,2022-06-16,14.5,4.69,10.65,23.95,84.37,116.95
Digispice Technologies Ltd.,517214,DIGISPICE,INE927C01020,Communication,Telecom Services,2022-06-16,27.55,-4.51,27.05,84.5,643.48,487.41
Digjam Ltd.,539979,DIGJAMLMTD,INE731U01028,Textiles,Woollen Textiles,2022-06-16,120,-3.42,25.25,365.3,237.2,324.18
Diksat Transworld Ltd.,540151,,INE942P01013,Services,Media & Entertainment,2022-06-14,110,10,67.5,125,192.97,200.95
Diksha Greens Ltd.,542155,,INE01GR01018,Services,Trading,2022-06-16,2.55,-4.85,2.2,7.14,2.52,26.15
Diligent Industries Ltd.,531153,,INE650C01036,Consumer Staples,Edible Oil,2022-06-16,13.73,-4.98,1.6,22.5,157.02,192.78
Diligent Media Corporation Ltd.,540789,DNAMEDIA,INE016M01021,Services,Publishing,2022-06-16,2.95,-4.84,1.7,4.71,35.43,473.43
Dilip Buildcon Ltd.,540047,DBL,INE917M01012,Construction,Construction,2022-06-16,204.9,-5.14,203,749.8,"2,999.60","12,849.58"
Disa India Ltd.,500068,GEORGFISCH,INE131C01011,Capital Goods,Industrial Machinery,2022-06-16,"6,000.00",-1.15,"4,445.00","7,944.45",865.99,710.39
Disha Resources Ltd.,531553,,INE193D01019,Financial,Misc. Fin.services,2022-06-16,19.6,-3.92,8.75,42.4,14.34,14.9
Dishman Carbogen Amcis Ltd.,540701,DCAL,INE385W01011,Healthcare,Drugs & Pharma,2022-06-16,113.6,-5.14,101.6,259.7,"1,773.22","2,641.14"
Dish TV India Ltd.,532839,DISHTV,INE836F01026,Services,Media & Entertainment,2022-06-16,11.05,-7.53,10.3,23.44,"2,089.83","2,862.08"
Divinus Fabrics Ltd.,538432,,INE478P01018,Textiles,Textile Processing,2021-12-13,6.2,-4.91,6.2,31.75,2.76,2.42
Divi's Laboratories Ltd.,532488,DIVISLAB,INE361B01024,Healthcare,Drugs & Pharma,2022-06-16,"3,564.90",-0.45,"3,365.55","5,425.10","94,890.42","92,900.65"
Divyashakti Ltd.,526315,,INE410G01010,Materials,Granite & Stones,2022-06-16,70,-0.57,55.1,92.95,71.88,52.26
Dixon Technologies (India) Ltd.,540699,DIXON,INE935N01020,Capital Goods,Electronic Components,2022-06-16,"3,350.65",-3.31,"3,180.55","6,243.60","19,795.28","20,564.03"
DJ Mediaprint & Logistics Ltd.,543193,,INE0B1K01014,Services,Logistics,2022-06-16,57,-2.56,24.5,133.88,62.26,66.53
DK Enterprises Global Ltd.,,DKEGL,INE0GN101014,Materials,Packaging & Containers,2022-06-15,41,-1.2,,,30.78,37.13
DLF Ltd.,532868,DLF,INE271C01023,Construction,Real Estate,2022-06-16,304.05,-4.13,279.45,449.8,"75,633.15","83,093.75"
D-Link (India) Ltd.,533146,DLINKINDIA,INE250K01012,Communication,Communication Equipment,2022-06-16,119.6,-3.08,118.3,194.7,427.12,327.81
DMR Hydroengineering & Infrastructures Ltd.,543410,,INE07L501010,Construction,Infrastructure,2022-06-16,25,-13.79,23.5,44.25,9.32,10.78
Dodla Dairy Ltd.,543306,DODLA,INE021O01019,Consumer Staples,Dairy products,2022-06-16,480.1,0.71,407.6,674.8,"2,854.46","2,595.00"
Dolat Algotech Ltd.,505526,DOLATALGO,INE966A01022,Financial,Brokerage Services,2022-06-16,64.65,-6.98,61.3,128,"1,133.44","1,256.11"
Dolfin Rubbers Ltd.,542013,,INE666Y01010,Materials,Rubber & Rubber Products,2022-06-14,83,3.62,33.75,106.13,83.25,94.11
Dollar Industries Ltd.,541403,DOLLAR,INE325C01035,Textiles,Readymade Garments,2022-06-16,462.9,-5.61,302.85,665.7,"2,622.84","2,888.44"
Dolphin Medical Services Ltd.,526504,,INE796B01013,Healthcare,Health Services,2022-06-13,1.75,-1.69,1.7,5.51,2.64,3.22
Donear Industries Ltd.,512519,DONEAR,INE668D01028,Textiles,Synthetic Fabrics,2022-06-16,47.5,-4.71,38.4,76.7,251.94,485.85
DP Abhushan Ltd.,,DPABHUSHAN,INE266Y01019,Services,Trading,2022-06-16,373.85,-3.85,,,838.01,"1,010.02"
DP Wires Ltd.,,DPWIRES,INE864X01013,Metals & Mining,Steel Tubes & Pipes,2022-06-16,289,-4.08,,,393.13,411.24
DQ Entertainment (International) Ltd.,533176,DQE,INE656K01010,Services,Media & Entertainment,2021-12-13,1.03,4.04,0.85,1.68,8.17,568.81
DRA Consultants Ltd.,540144,,INE746V01016,Diversified,Diversified,2022-06-09,19.1,5.52,7.45,24.55,20.95,19.08
Dr. Agarwals Eye Hospital Ltd.,526783,,INE934C01018,Healthcare,Health Services,2022-06-16,671,-3.52,380.7,925,316.69,326.29
DRC Systems India Ltd.,543268,DRCSYSTEMS,INE03RS01027,Technology,Software,2022-06-13,41.8,-2.56,18.51,47.6,161.57,176.22
Dredging Corporation Of India Ltd.,523618,DREDGECORP,INE506A01018,Services,Marine Port Services,2022-06-16,287.7,0.52,283.2,476,807.8,"1,180.33"
DR Habeerbullah Life Sciences Ltd.,539267,,INE579N01018,Healthcare,Diagnostics Services,2022-06-16,24.35,-3.18,21.15,44.15,36.21,46.63
Dr. Lalchandani Labs Ltd.,541299,,INE871Z01013,Healthcare,Diagnostics Services,2022-06-16,26.1,-0.19,18.05,52.5,11.31,12.48
Dr. Lal Pathlabs Ltd.,539524,LALPATHLAB,INE600L01024,Healthcare,Diagnostics Services,2022-06-16,"2,021.70",-0.62,"1,805.55","4,245.50","16,691.63","16,604.29"
Dr. Reddy's Laboratories Ltd.,500124,DRREDDY,INE089A01023,Healthcare,Drugs & Pharma,2022-06-16,"4,287.50",-1.11,"3,654.00","5,614.60","71,461.60","71,748.23"
DRS Dilip Roadlines Ltd.,,DRSDILIP,INE02CV01017,Services,Logistics,2022-06-16,74.2,-1.07,,,111.76,119.83
DSJ Keep Learning Ltd.,526677,KEEPLEARN,INE055C01020,Services,Publishing,2022-06-14,1.3,4,0.8,1.75,10.99,13.15
Ducon Infratechnologies Ltd.,534674,DUCON,INE741L01018,Financial,Brokerage Services,2022-06-16,19.25,-5.87,8,31.6,505.58,589.82
DU Digital Global Ltd.,,DUGLOBAL,INE0HPK01012,Services,Misc.Other Services,2022-06-16,430,-0.46,,,111.8,111.6
Duke Offshore Ltd.,531471,,INE397G01019,Capital Goods,Other Machinery,2022-06-16,9.4,-9.18,8.01,16.94,9.46,7.41
Duncan Engineering Ltd.,504908,,INE340F01011,Automobile,Auto Ancillaries,2022-06-16,207,-4.3,150,437.45,76.51,73.27
Duropack Ltd.,526355,,INE138B01018,Materials,Packaging & Containers,2022-06-16,39.5,3.95,19,50.2,20.83,18.99
Duroply Industries Ltd.,516003,,INE932D01010,Materials,Wood,2022-06-16,110.5,0.09,60.5,162,70.42,133.31
Dutron Polymers Ltd.,517437,,INE940C01015,Materials,Plastic Tubes & Pipes,2022-06-16,123.9,5,115.2,273,74.34,82.68
Dwarikesh Sugar Industries Ltd.,532610,DWARKESH,INE366A01041,Consumer Staples,Sugar,2022-06-16,98.05,-2.87,62.4,148.45,"1,809.58","2,387.12"
Dynacons Systems & Solutions Ltd.,532365,DSSL,INE417B01040,Technology,Software,2022-06-16,393.35,-4.63,116.5,457.95,451.18,483.04
Dynamatic Technologies Ltd.,505242,DYNAMATECH,INE221B01012,Automobile,Auto Ancillaries,2022-06-16,"1,859.90",-4.14,"1,338.40","3,447.85","1,184.42","1,742.97"
Dynamic Cables Ltd.,540795,,INE600Y01019,Capital Goods,Wires & cables,2022-06-16,108,-2.7,42.6,154,237.75,339.34
Dynamic Industries Ltd.,524818,,INE457C01010,Chemicals,Dyes & Pigments,2022-06-16,71.6,4.68,59.1,115.45,21.7,22.62
Dynamic Portfolio Management & Services Ltd.,530779,,INE118C01018,Financial,Hire Purchase,2022-06-13,20.55,4.85,3.06,20.55,24.03,26.21
Dynamic Services & Security Ltd.,,DYNAMIC,INE0DZ701010,Services,Business Services,2022-06-16,14.95,-0.99,,,19.13,55.08
Dynavision Ltd.,517238,,INE083E01010,Consumer Discretionary,Consumer Electronics,2022-06-16,145,3.57,62,247.85,51.19,43.81
Dynemic Products Ltd.,532707,DYNPRO,INE256H01015,Chemicals,Dyes & Pigments,2022-06-16,420.65,-2.2,408.9,766.67,500.48,664.47
E2E Networks Ltd.,,E2E,INE255Z01019,Technology,Software,2022-06-16,104.8,-4.38,,,154.74,157.26
Earum Pharmaceuticals Ltd.,542724,,INE060601023,Healthcare,Drugs & Pharma,2022-06-16,4.6,0,4.5,26.4,28.37,39.65
East Buildtech Ltd.,507917,,INE706N01017,Construction,Infrastructure,2022-04-11,22.95,4.79,11.24,22.95,4.31,4.68
Eastcoast Steel Ltd.,520081,ESTCSTSTEL,INE315F01013,Metals & Mining,Finished Steel,2022-05-13,58.35,-4.97,58.35,66,31.49,10.97
Eastern Silk Industries Ltd.,590022,EASTSILK,INE962C01027,Textiles,Silk Textiles,2022-06-16,4.5,-4.26,3.2,14.3,37.42,178.2
Eastern Treads Ltd.,531346,,INE500D01015,Automobile,Tyres & Tubes,2022-06-16,30.4,-2.25,27.35,60.9,15.88,49.4
East India Securities Ltd.,541053,,INE482Z01019,Financial,Brokerage Services,2022-01-11,"1,320.00",0,"1,004.00","1,470.00",484.04,264.85
East West Holdings Ltd.,540006,,INE595R01023,Financial,Brokerage Services,2022-06-16,6.8,-5.29,6.15,13.5,81.92,141.8
