Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales growth 3Years,Profit growth 3Years,Average return on capital employed 3Years,Average return on equity 3Years,YOY Quarterly sales growth,YOY Quarterly opm growth,YOY Quarterly profit growth,Return over 10years,Profit growth 10Years
Jay Bharat Maru.,520066,JAYBARMARU,Auto Ancillaries,137.00,595.43,1.42,-19.26,9.11,6.20,28.49,-36.19,-30.81,14.68,3.54
Summit Securitie,533306,SUMMITSEC,Finance & Investments,549.90,593.80,24.54,13.82,1.48,1.25,-16.57,-45.15,-51.47,22.50,14.99
Lancer Containe.,539841,LANCER,Miscellaneous,196.45,591.64,44.48,49.83,31.49,34.36,95.39,67.07,459.50,,120.45
Kuantum Papers,532937,KUANTUM,Paper,67.80,588.59,1.53,-44.36,4.15,3.22,49.05,-20.48,-77.26,37.46,13.63
DigiSpice Tech.,517214,DIGISPICE,Telecommunications - Equipment,25.55,588.01,38.03,-1.14,2.39,-0.49,49.32,127.13,154.10,-5.26,
Beta Drugs Ltd,,BETA,Pharmaceuticals - Indian - Bulk Drugs,609.70,586.15,40.75,45.63,28.91,25.48,,,,,
Asian Granito,532888,ASIANTILES,Ceramics - Tiles / Sanitaryware,46.10,583.05,9.64,62.04,12.77,10.60,10.21,-36.03,-40.99,5.35,
Gensol Engineer.,542851,,Miscellaneous,530.00,579.65,24.58,19.01,18.25,16.61,183.86,30.50,283.41,,
Ugar Sugar Works,530363,UGARSUGAR,Sugar,51.35,577.10,14.88,115.15,10.68,32.39,13.62,5.21,43.38,15.64,8.85
Raghuvir Synth,514316,,Textiles - Processing,148.65,576.02,55.60,16.26,15.02,15.81,-56.99,-312.11,-273.79,49.59,32.15
Fermenta Biotec.,506414,,Pharmaceuticals - Indian - Bulk Drugs,195.25,574.64,-0.41,-50.25,10.62,11.77,-3.35,80.55,74.94,13.22,0.16
HLV,500193,HLVLTD,Hotels,8.73,574.20,-22.09,17.86,3.12,7.54,177.16,96.45,-60.10,-11.97,
Universus Photo,542933,UNIVPHOTO,Photographic And Allied Products,513.95,573.22,,,,,20.88,112.10,2489.95,,
Rajnish Wellness,541601,,Trading,223.75,573.16,-14.07,-54.82,1.62,-0.18,,,,,
Cerebra Integr.,532413,CEREBRAINT,Computers - Hardware,47.20,572.61,-15.66,47.24,10.06,6.23,274.24,311.22,401.69,5.84,34.30
Systematix Corp.,526506,,Finance & Investments,440.00,571.14,16.77,95.77,10.00,5.98,42.18,533.13,283.54,32.32,29.01
Lincoln Pharma.,531633,LINCOLN,Pharmaceuticals - Indian - Formulations,284.20,569.75,8.84,12.37,23.72,17.62,28.91,-11.17,-12.40,27.34,32.46
Rico Auto Inds,520008,RICOAUTO,Auto Ancillaries,41.85,569.15,10.12,-21.68,5.18,2.04,6.25,2.37,-23.96,15.22,19.29
White Organic Re,542667,,Trading,173.40,567.44,-22.58,54.90,8.31,6.78,-93.20,-413.01,182.72,,60.22
RACL Geartech,520073,,Auto Ancillaries,523.50,564.42,12.60,32.48,19.07,22.64,4.39,-28.79,-33.15,44.54,24.30
Orient Green,533263,GREENPOWER,Power Generation And Supply,7.58,563.54,-1.32,29.33,6.79,-2.73,-0.05,53.06,29.82,-3.71,7.67
XT Global Infot.,531225,,Computers - Software - Medium / Small,42.35,563.12,,,,,17.93,-25.78,31.46,36.04,
Cosmo Ferrites,523100,,Electronics - Components,467.85,562.82,13.23,101.94,14.34,16.85,75.26,131.58,146.52,50.79,46.79
Vishal Fabrics,538598,VISHAL,Textiles - Processing,28.40,561.22,15.71,56.80,14.18,14.89,9.56,-1.32,40.73,,59.20
BMW Industries,542669,,Steel - Medium / Small,24.90,560.46,-18.57,-5.43,7.36,6.52,-5.71,-25.19,-91.08,,
South West Pinn.,,SOUTHWEST,Mining / Minerals / Metals,200.75,560.14,12.57,8.12,12.21,9.77,0.40,79.80,64.79,,13.20
Anjani Portland,518091,APCL,Cement - South India,219.80,558.88,,,,,,,,23.68,9.21
Nagarjuna Fert.,539917,NAGAFERT,Fertilizers,9.35,554.86,11.54,-9.15,-11.44,,94.00,70.47,33.09,,
Jubilant Inds.,533320,JUBLINDS,Chemicals,367.70,552.27,28.10,170.54,21.77,22.14,67.08,-64.80,94.94,8.50,12.35
VLS Finance,511333,VLSFINANCE,Finance & Investments,141.50,550.02,147.10,274.23,6.55,7.46,-73.29,-8.99,-59.08,27.29,53.37
Indo Amines,524648,INDOAMIN,Chemicals,77.20,547.20,14.18,-2.94,14.70,16.23,36.80,-32.82,-85.60,33.70,18.91
Eldeco Housing,523329,ELDEHSG,Construction,563.00,546.55,-8.90,11.52,26.99,20.04,-28.00,38.96,3.79,31.85,26.30
Gallantt Metal,532726,GALLANTT,Steel - Medium / Small,67.00,544.84,41.55,34.69,13.54,10.39,13.59,-7.41,53.14,11.04,28.15
Speciality Rest.,534425,SPECIALITY,Hotels,116.20,544.45,-9.95,40.25,1.72,-8.73,9.72,-46.90,-65.36,-6.11,
Binny,514215,,Construction,243.60,543.71,491.12,61.65,11.67,2.79,89.84,36.31,-40.15,21.68,30.20
Galactico Corpo.,542802,,Finance & Investments,36.45,543.14,1.49,57.59,16.66,15.62,,,,,
Artemis Medicare,542919,ARTEMISMED,Healthcare,40.40,542.74,-0.11,14.64,8.32,6.21,14.91,-26.65,21.31,,65.02
Raghav Product.,539837,,Steel - Medium / Small,498.55,542.24,21.34,32.11,27.35,20.97,49.76,-23.22,26.23,,63.02
Skipper,538562,SKIPPER,Engineering,53.00,542.09,-3.01,-3.37,9.32,4.28,11.12,29.77,176.76,,11.33
Kokuyo Camlin,523207,KOKUYOCMLN,Printing & Stationery,53.70,539.14,-9.62,,0.79,-2.07,24.14,-44.50,-41.55,3.11,
Centum Electron,517544,CENTUM,Electronics - Components,417.45,535.01,-5.71,,5.45,-3.05,12.88,-42.35,-807.78,19.26,
Equippp Social,590057,EQUIPPP,Trading,51.30,533.20,,,,,,,39.51,26.12,
Talbros Auto.,505160,TALBROAUTO,Auto Ancillaries,432.00,533.19,6.13,19.78,13.51,11.98,-6.08,1.94,-7.75,27.02,11.88
Morganite Crucib,523160,,Refractories / Intermediates,950.00,532.00,8.24,38.66,24.50,16.98,17.29,-12.17,260.76,17.49,16.25
Raghuvansh Agro.,538921,,Food - Processing - Indian,443.10,528.07,-70.13,0.51,13.03,11.87,,,,,72.18
S T C,512531,STCINDIA,Trading,88.50,526.87,,13.76,,,-480.95,,1336.00,-10.14,4.12
Empyrean Cashews,,KRISHIVAL,Food - Processing - Indian,264.70,523.98,1.18,73.59,9.82,7.03,105.82,-21.37,1450.00,,
Rane Brake Lin.,532987,RBL,Auto Ancillaries,676.00,522.14,-0.54,-9.58,18.38,13.53,3.80,-22.68,-5.11,18.99,5.46
Nectar Lifesci.,532649,NECLIFE,Pharmaceuticals - Indian - Bulk Drugs,23.30,519.14,-15.63,-19.36,5.61,0.27,36.54,23.15,153.63,1.92,-10.27
HCL Infosystems,500179,HCL-INSYS,Computers - Hardware,15.80,518.49,-73.83,12.92,-14.79,,-68.11,17.76,51.86,-9.10,
Nelcast,532864,NELCAST,Castings & Forgings,59.50,517.20,2.69,-28.21,6.04,4.67,20.87,-28.65,1.81,8.92,-11.12
John Cockerill,500147,FLATPROD,Engineering,1042.90,515.20,-8.29,-49.06,2.87,0.00,2.33,103.31,72.66,2.30,-8.24
Rama Phosphates,524037,RAMAPHOSP,Fertilizers,290.00,513.01,13.13,53.43,27.73,21.94,-0.69,-47.01,-53.56,17.67,7.62
Jindal Drilling,511034,JINDRILL,Oil Drilling / Allied Services,176.50,511.94,26.50,-0.68,-9.49,-13.64,-6.98,85.30,-56.98,-4.06,
Gloster Ltd,542351,,Textiles - Jute - Yarn / Products,933.00,510.50,13.54,10.13,6.72,4.27,1.86,-31.73,-36.20,,
Forbes & Co,502865,FORBESGOK,Engineering,394.00,508.26,-43.50,685.24,181.55,,-77.65,-82.75,11329.36,25.06,60.42
Hi-Tech Pipes,543411,HITECH,Steel - Medium / Small,415.50,508.18,11.36,13.82,13.74,14.55,51.92,1.83,72.09,,
Radhe Develop.,531273,,Construction,200.65,505.24,59.97,697.18,24.69,19.58,3033.33,123.87,425.00,37.33,36.84
Yuken India,522108,YUKEN,Engineering,422.00,505.24,-0.82,-8.52,5.58,3.28,12.57,-30.17,-58.39,24.87,2.31
Indrapr.Medical,532150,INDRAMEDCO,Healthcare,54.85,505.16,4.06,26.09,17.32,12.81,8.92,-15.61,0.66,4.75,8.06
Sandesh,526725,SANDESH,Printing & Stationery,670.00,505.00,-9.70,11.60,12.19,9.36,14.40,-48.24,59.59,10.03,8.32
Goodricke Group,500166,GOODRICKE,Tea,233.50,504.36,3.21,-17.80,6.15,4.40,-20.36,-20.15,5.86,5.59,-17.73
IFB Agro Inds.,507438,IFBAGRO,Breweries & Distilleries,538.00,504.15,2.98,20.85,11.81,10.12,19.54,-8.12,-27.69,16.08,8.54
Arihant Super.,506194,ARIHANTSUP,Construction,122.50,501.98,-19.71,1.27,7.95,7.26,-78.67,11.25,-76.12,11.83,9.68
FCS Software,532666,FCSSOFT,Computers - Software - Medium / Small,3.02,501.93,-5.02,25.97,-0.93,-2.23,48.22,166.08,114.59,21.91,
Orient Paper,502420,ORIENTPPR,Paper,23.55,500.79,-6.22,,-1.86,-1.60,23.66,-29.36,42.56,19.83,
Vintage Coffee,538920,,Trading,71.60,499.79,,,,,,,,,
Chamanlal Setia,530307,CLSEL,Food - Processing - Indian,95.35,493.02,6.82,24.29,23.57,21.20,37.24,-18.92,5.14,33.61,23.77
Rane (Madras),532661,RML,Auto Ancillaries,305.00,492.30,3.86,,-1.63,-21.92,22.74,148.60,82.74,6.45,
Kamdhenu,532741,KAMDHENU,Steel - Medium / Small,182.35,491.71,-11.97,10.65,14.90,13.64,13.70,-21.44,-18.61,27.19,22.28
Pennar Industrie,513228,PENIND,Steel - Medium / Small,34.50,489.57,2.03,-14.70,9.18,3.98,24.42,-10.38,-10.82,2.24,-3.86
Plastiblends (I),523648,PLASTIBLEN,Chemicals,187.65,489.41,3.68,5.66,14.98,11.89,27.47,-29.51,2.23,17.44,8.21
Hariom Pipe,543517,HARIOMPIPE,Steel - Medium / Small,191.75,488.51,47.71,57.25,24.52,29.58,32.65,2.98,44.53,,
Exxaro Tiles,543327,EXXARO,Ceramics - Tiles / Sanitaryware,109.00,487.46,10.31,30.68,11.95,9.62,13.87,-0.80,71.62,,
Likhitha Infra.,543240,LIKHITHA,Construction,246.75,487.43,22.62,36.42,36.70,27.47,33.66,9.67,43.74,,42.80
Nahar Indl. Ent.,519136,NAHARINDUS,Textiles - Cotton/Blended,121.50,486.19,2.44,115.45,8.06,5.69,24.94,-6.98,-3.11,13.85,14.70
Ducon Tech,534674,DUCON,Computers - Software - Medium / Small,18.70,486.09,,,,,-4.10,229.02,383.05,,
Tanfac Inds.,506854,TANFACIND,Chemicals,487.00,485.78,13.03,14.03,49.86,36.23,73.25,563.01,11866.67,40.54,16.58
Manaksia,532932,MANAKSIA,Mining / Minerals / Metals,74.25,485.38,5.84,36.23,14.38,9.90,53.39,246.43,2405.90,4.08,2.31
IST,508807,,Auto Ancillaries,415.00,484.06,2.54,-0.81,14.72,10.46,-18.78,-37.89,-41.37,18.44,9.71
Dynemic Products,532707,DYNPRO,Dyes And Pigments,399.15,481.78,14.76,-7.35,13.58,15.82,24.54,-25.10,-181.52,33.41,10.23
Mangalam Organic,514418,MANORG,Chemicals,560.10,480.67,4.96,-8.99,33.94,30.83,29.80,-85.75,-94.90,39.90,31.77
Kanoria Chem.,506525,KANORICHEM,Chlor Alkali / Soda Ash,109.20,479.80,8.51,29.65,2.48,-0.33,-2.69,-29.81,-7.98,13.21,-26.75
TAAL Enterprises,539956,,Transport - Airlines,1535.00,478.36,-4.54,21.49,58.28,41.86,31.62,95.98,3.95,,
SVP Global,505590,SVPGLOB,Textiles - Spinning - Synthetic / Blended,37.60,477.56,9.23,15.53,5.98,5.69,-7.40,-89.87,-230.63,,
Aarti Surfactant,543210,AARTISURF,Chemicals,625.00,477.03,29.61,41.72,8.70,7.07,20.00,-70.59,-58.25,,
Windlas Biotech,543329,WINDLAS,Pharmaceuticals - Indian - Formulations,218.70,474.52,17.37,20.35,15.89,11.34,14.34,12.30,158.57,,
Stovec Inds.,504959,,Textile Machinery,2267.05,473.82,6.53,-0.37,22.38,17.01,1.90,-10.63,-9.62,24.86,19.64
Bhatia Communic.,540956,,Trading,37.70,471.82,12.25,1.70,15.71,12.06,28.74,-43.37,-13.59,,
Vinyl Chemicals,524129,VINYLINDIA,Trading,259.00,471.41,21.46,58.12,33.93,25.43,-27.39,412.84,274.94,37.50,21.73
Inox Wind Energy,543297,IWEL,Power Generation And Supply,447.80,470.00,,,,,-42.26,-291.02,-250.80,,
Loyal Textile,514036,,Textiles - Composite,975.00,469.95,10.58,52.50,13.40,16.43,29.47,-19.74,36.92,19.89,47.44
Universal Cables,504212,UNIVCABLES,Cables - Power,135.95,468.36,8.61,-18.03,10.78,7.08,40.97,6.07,-6.97,14.91,
The Invest.Trust,530023,THEINVEST,Finance & Investments,91.50,467.90,-20.28,-65.49,5.82,0.55,-25.84,-37.89,-123.78,3.15,10.24
Crest Ventures,511413,CREST,Finance & Investments,164.10,467.15,2.80,-35.61,3.46,3.53,26.09,-29.81,-165.87,13.60,31.11
Avantel,532406,,Telecommunications - Equipment,287.55,466.35,27.60,26.04,30.71,24.97,60.70,-17.59,22.85,33.61,17.30
Kothari Petroche,,KOTHARIPET,Petrochemicals,79.15,465.77,8.37,41.30,28.19,21.50,58.46,-26.54,15.02,30.56,23.28
H T Media,532662,HTMEDIA,Entertainment / Electronic Media Software,20.05,465.45,-11.96,-15.27,2.36,0.23,20.58,-12.25,-15.89,-13.56,-19.87
AGI Infra,539042,,Construction,380.00,464.24,34.79,57.74,22.67,27.39,77.81,24.31,224.77,,
Repro India,532687,REPRO,Printing & Stationery,363.05,462.67,-10.39,,-1.47,-5.98,86.79,-40.69,20.95,4.40,
Auto.Corp.of Goa,505036,AUTOCORP,Auto Ancillaries,758.60,461.89,-12.88,-26.19,1.40,1.44,148.42,196.81,486.76,9.23,-9.28
Vegetable Prod.,539132,,Miscellaneous,42.25,461.37,,,-0.07,-0.22,,,38.46,,
AXISCADES Tech.,532395,AXISCADES,Computers - Software - Medium / Small,120.00,460.83,0.14,53.94,13.49,6.70,29.43,10.11,96.74,5.08,6.78
Swelect Energy,532051,SWELECTES,Electric Equipment,302.00,460.05,19.77,82.22,3.76,2.47,102.36,-2.30,812.43,6.00,-0.68
Sheetal Cool,540757,,Food - Processing - Indian,436.10,457.90,11.83,74.31,17.47,20.91,,,,,
B&B Triplewall,,BBTCL,Paper,222.00,455.35,17.35,67.72,23.32,26.31,,,,,
NBI Indl. Fin.,,NBIFIN,Finance & Investments,1852.80,455.20,24.91,23.16,0.41,0.37,581.58,72.12,996.67,,19.21
Mallcom (India),539400,MALLCOM,Textiles - Products,720.00,451.65,5.90,28.15,20.71,20.06,7.97,-6.28,-10.88,,23.64
Kaiser Corporat.,531780,,Printing & Stationery,85.70,450.96,15.27,3.23,11.30,4.08,-14.74,-51.25,-75.73,48.71,3.79
Lords Chloro,500284,MODIALKALI,Chlor Alkali / Soda Ash,178.85,449.81,-1.49,11.95,15.83,15.43,69.25,2204.79,3241.18,16.86,18.60
Vijay Solvex,531069,,Solvent Extraction,1400.00,448.36,30.36,62.23,22.34,25.00,47.36,-47.70,-25.36,,36.23
Shyam Century,539252,SHYAMCENT,Mining / Minerals / Metals,20.20,447.66,15.87,75.72,24.92,20.31,54.32,277.77,46.48,,
Som Distilleries,507514,SDBL,Breweries & Distilleries,63.90,447.57,-2.66,,1.23,-3.65,35.30,8.01,72.70,-0.38,
Deep Polymers,541778,,Plastics Products,194.30,447.53,50.48,48.98,17.48,15.66,202.71,4105.71,646.30,,43.50
Jai Balaji Inds.,532976,JAIBALAJI,Steel - Sponge Iron,40.40,447.36,14.70,32.41,2.92,,34.09,-51.80,-66.31,2.33,
Amines & Plast.,506248,,Chemicals,81.30,447.31,7.36,13.24,23.69,22.39,6.91,-30.47,-34.74,32.84,25.11
Unitech,507878,UNITECH,Construction,1.72,447.29,-34.04,,-2.62,-20.56,35.57,94.63,66.89,-22.26,
Magadh Sugar,540650,MAGADSUGAR,Sugar,314.95,446.40,10.42,10.78,9.89,8.89,5.23,11.91,51.40,,
BGR Energy Sys.,532930,BGRENERGY,Engineering - Turnkey Services,61.95,446.29,-28.02,,-0.19,-21.07,-45.65,-163.35,-15.69,-14.52,
Nupur Recyclers,,NRL,Trading,195.00,446.16,459.11,1135.73,79.00,69.62,-1.66,-20.28,1.72,,
Man Industries,513269,MANINDS,Steel - Medium / Small,73.80,444.48,-1.26,19.96,15.68,10.76,13.65,-14.01,2.51,-1.64,3.23
Parsvnath Devl.,532780,PARSVNATH,Construction,10.05,441.84,-0.40,-13.64,0.37,,118.20,-573.78,-136.84,-16.61,
Vascon Engineers,533156,VASCONEQ,Construction,20.20,438.99,7.61,83.33,3.80,1.40,15.05,84.96,324.31,-5.73,19.96
AYM Syntex,508933,AYMSYNTEX,Textiles - Processing,86.85,438.69,14.56,102.60,12.11,8.39,15.90,-11.03,-25.61,24.18,16.17
Delphi World,533452,DELPHIFX,Finance & Investments,397.65,438.69,-80.98,93.50,25.40,18.57,-34.75,-113.29,-60.18,20.20,-8.81
Toyam Industries,538607,,Trading,10.99,437.97,2.15,29.77,3.05,3.11,21.59,122.91,425.00,,59.71
Anuh Pharma,506260,,Pharmaceuticals - Indian - Bulk Drugs,87.35,437.73,14.92,11.59,15.14,12.23,32.75,157.18,892.22,15.88,9.62
PTL Enterprises,509220,PTL,Miscellaneous,32.75,434.90,0.00,-5.98,11.03,7.76,0.00,-4.26,-63.16,19.33,6.55
Voith Paper,522122,PORRITSPEN,Textiles - Products,989.50,434.39,9.04,8.26,14.75,10.98,25.42,-17.12,1.37,13.87,9.78
Tour. Fin. Corp.,526650,TFCILTD,Finance - Term-Lending Institutions,47.85,431.98,3.39,-0.36,10.42,10.37,2.13,0.71,23.38,6.92,5.60
CWD,543378,,Electronics - Components,1195.00,431.56,,,,,,,,,
Munjal Auto Inds,520059,MUNJALAU,Auto Ancillaries,42.90,430.13,14.16,-15.43,8.14,5.08,-44.61,3.85,-33.09,4.92,-7.24
T B Z,534369,TBZ,Diamond Cutting / Jewellery,64.10,429.43,1.49,8.77,8.32,5.70,17.87,-33.45,-61.58,-5.11,-9.90
Balaji Telefilms,532382,BALAJITELE,Entertainment / Electronic Media Software,42.65,429.28,-7.65,-13.80,-13.91,-17.15,59.08,52.19,31.77,2.28,
Snowman Logistic,538635,SNOWMAN,Miscellaneous,25.70,428.55,7.16,-42.70,2.95,-1.06,19.53,-17.14,47.62,,-12.35
Mangalam Global,,MGEL,Solvent Extraction,164.45,427.96,53.37,21.50,10.55,7.25,152.50,103.64,208.94,,
Gandhi Spl. Tube,513108,GANDHITUBE,Steel - Medium / Small,348.75,424.67,3.68,0.24,25.14,19.45,-20.52,-19.59,-34.35,9.89,3.16
Wim Plast,526586,WIMPLAST,Plastics Products,353.50,424.32,-3.46,-3.43,13.27,10.18,-7.02,-16.48,-14.82,11.27,4.50
Oswal Agro Mills,500317,OSWALAGRO,Trading,31.80,424.17,,-10.22,1.04,3.21,-48.47,-158.27,-27.71,3.59,-6.30
Rubfila Intl.,500367,RUBFILINTL,Miscellaneous,78.00,423.28,24.92,34.02,22.91,17.13,14.77,-17.62,-6.37,15.66,16.29
ASM Technologies,526433,,Computers - Software - Medium / Small,393.30,421.88,29.61,33.68,16.03,13.21,34.09,-43.96,-7.97,28.16,1.62
Bombay Super Hyb,,BSHSL,Miscellaneous,401.05,420.85,37.47,73.23,16.16,22.95,5.18,-14.45,-25.41,,
Nandan Denim,532641,NDL,Textiles - Products,29.35,420.82,14.32,47.42,6.48,4.69,93.76,-67.13,1.11,14.90,15.73
Cineline India,532807,CINELINE,Entertainment / Electronic Media Software,133.60,418.82,22.93,,5.11,-6.24,-7.05,-10.74,-217.32,25.17,
B.L.Kashyap,532719,BLKASHYAP,Construction,18.70,418.15,14.59,85.47,6.55,-7.41,10.95,-79.40,85.08,8.01,16.47
Menon Bearings,523828,MENONBE,Bearings,75.00,417.98,3.95,-1.02,22.43,20.03,10.94,-1.98,5.12,25.39,12.69
D-Link India,533146,DLINKINDIA,Computers - Hardware,116.50,416.40,8.91,15.35,18.74,13.83,29.01,-7.50,25.19,18.06,19.72
Ksolves India,,KSOLVES,Computers - Software - Medium / Small,350.00,414.96,103.01,356.99,146.87,110.95,77.65,-23.68,36.71,,
HCP Plastene,526717,,Packaging,388.55,414.77,,,,,422.63,435.62,-98.97,56.60,
Rana Sugars,507490,RANASUG,Sugar,26.60,408.49,8.65,49.40,18.22,28.09,-5.27,-26.40,-77.14,23.59,20.97
R&B Denims,538119,,Textiles - Cotton/Blended,58.00,405.84,6.25,74.45,19.10,24.85,17.00,-16.73,-27.97,,
Starlineps Enter,540492,,Diamond Cutting / Jewellery,93.75,405.28,5.05,72.88,0.61,0.42,-16.49,85.50,104.07,,
Future Consumer,533400,FCONSUMER,Trading,2.08,405.00,-27.66,,-17.73,-48.78,-32.03,-314.98,-80.95,-10.10,
Supershakti Met.,541701,,Steel - Medium / Small,350.00,403.38,7.74,0.28,13.75,10.03,,,,,
Sat Industries,511076,,Trading,35.65,403.14,14.70,39.27,12.21,8.87,70.95,31.13,2259.38,15.42,9.89
Shivam Autotech,532776,SHIVAMAUTO,Auto Ancillaries,32.65,402.42,-9.62,3.79,3.79,-18.76,-30.98,3.93,135.76,11.48,
Sayaji Hotels,523710,SAYAJIHOTL,Hotels,228.95,401.12,-12.60,29.34,-1.16,-16.16,37.36,122.64,87.09,5.46,-11.69
Hercules Hoists,505720,HERCULES,Engineering,125.45,400.25,2.01,17.50,3.41,2.76,8.88,-119.25,-72.31,-1.24,-5.77
Munjal Showa,520043,MUNJALSHOW,Auto Ancillaries,99.95,400.16,-14.05,-37.99,4.16,3.25,-6.39,27.51,20.96,2.26,-15.61
Vaarad Ventures,532320,,Finance & Investments,16.00,399.84,,,-0.92,-1.01,,,42.86,-6.48,3.19
CSL Finance,530067,,Finance & Investments,192.70,399.52,8.86,12.03,13.06,11.01,35.85,-2.49,21.53,38.04,23.27
Vardhman Acrylic,,VARDHACRLC,Textiles - Manmade,49.70,399.41,-6.76,-24.99,11.02,9.27,-5.83,-119.20,-124.20,17.57,-4.38
Hubtown,532799,HUBTOWN,Construction,54.85,396.68,-26.06,19.56,2.52,-4.69,-31.98,-506.55,-5309.74,-11.18,
Niyogin Fintech,538772,,Finance & Investments,42.00,396.12,,,,,63.00,78.86,87.35,,
Rachana Infra.,,RILINFRA,Construction,212.50,395.35,,,,,,,,,
Hindustan Motors,500500,HINDMOTORS,Automobiles - Passenger Cars,18.95,394.32,,-36.81,,,-100.00,,474.68,5.32,7.45
Cons. Finvest,,CONSOFINVT,Finance & Investments,121.80,394.20,14.12,39.13,1.87,1.28,-24.03,-2.95,-37.24,12.25,-16.10
Suyog Telematics,537259,,Transmisson Line Towers / Equipment,374.75,392.83,13.79,13.05,27.06,23.89,19.10,27.34,630.95,,49.95
Future Retail,540064,FRETAIL,Trading,7.21,392.69,-30.28,,1.39,-24.12,87.47,-56.91,-28.18,,
Mangalam Industr,537800,,Finance & Investments,4.08,392.35,-20.05,,0.09,-0.13,-25.00,-1033.37,-4566.67,,
MMP Industries,,MMP,Aluminium and Aluminium Products,154.00,391.20,19.81,5.86,13.30,10.57,98.52,-17.91,60.00,,38.49
Mawana Sugars,523371,MAWANASUG,Sugar,100.05,390.98,8.26,-8.27,5.28,-5.10,-17.11,-4.11,-21.08,23.11,
Z F Steering,505163,ZFSTEERING,Auto Ancillaries,431.00,390.91,-10.71,-29.64,3.43,2.37,23.48,11.89,-44.16,3.25,-7.39
Sarla Performanc,526885,SARLAPOLY,Textiles - Spinning - Synthetic / Blended,46.60,390.83,9.49,23.18,9.94,10.21,31.36,-41.88,-13.91,16.52,9.76
Arshiya,506074,ARSHIYA,Miscellaneous,15.05,390.77,-19.64,21.51,1.00,,6.72,-39.76,305.02,-18.31,
Chemcrux Enterp.,540395,,Chemicals,263.45,390.14,19.90,15.12,41.82,32.21,,,,,36.18
D P Wires,,DPWIRES,Steel - Medium / Small,287.40,389.94,22.74,18.59,26.70,20.62,-3.12,-20.00,-15.78,,68.41
Zuari Global,500780,ZUARIGLOB,Construction,132.95,389.60,-2.31,20.12,1.30,-8.10,-9.94,-2.36,37.36,0.55,
Prakash Pipes,542684,PPL,Plastics Products,162.70,389.39,21.84,18.09,31.22,21.64,29.80,5.43,29.70,,
Hind.Composites,509635,HINDCOMPOS,Auto Ancillaries,266.00,389.27,5.77,4.28,2.22,2.03,14.46,-20.75,-19.71,7.09,1.67
Suumaya Indust.,,SUULD,Trading,68.95,387.06,318.40,573.49,97.68,124.38,-40.14,230.05,48.63,,
Future Lifestyle,536507,FLFL,Textiles - Products,19.41,387.04,-22.61,,2.52,-14.23,32.13,108.95,35.67,,
Intl. Conveyors,509709,INTLCONV,Engineering,57.55,386.06,33.85,68.68,11.72,8.99,6.61,89.11,9.96,12.33,6.59
MSP Steel & Pow.,532650,MSPL,Steel - Sponge Iron,10.00,385.82,11.90,45.27,5.87,-3.97,16.93,-7.24,28.62,-10.08,-0.17
Hitech Corp.,526217,HITECHCORP,Packaging,226.20,385.36,8.38,56.60,12.08,8.14,8.83,0.00,-4.14,14.46,10.58
Bharat Wire,539799,BHARATWIRE,Steel - Medium / Small,60.05,384.99,19.54,32.13,2.82,-8.52,94.91,47.74,-72.74,,19.76
Genus Paper & Bo,538961,GENUSPAPER,Paper,14.95,384.40,,,,,86.88,-33.80,48.26,,
Empire Inds.,509525,,Glass & Glass Products,640.00,384.00,1.12,-8.02,11.43,9.81,48.06,896.21,245.45,-1.66,-4.35
Oricon Enterpris,513121,ORICONENT,Packaging,24.40,383.97,-23.06,,0.72,-0.19,3.79,-27.01,414.08,-1.60,
Axita Cotton,542285,AXITA,Textiles - Products,195.00,383.90,56.80,216.18,32.47,31.18,,,,,
Sahyadri Industr,532841,,Cement Products,399.95,382.41,23.66,25.17,24.50,22.38,-0.35,-24.20,-50.74,24.87,20.22
Radhika Jeweltec,540125,,Diamond Cutting / Jewellery,161.20,380.43,10.39,58.62,14.35,12.63,-9.69,-32.33,-56.89,,
Ajanta Soya,519216,,Miscellaneous,47.25,380.28,24.64,154.59,46.08,35.20,26.32,-47.27,-4.12,39.94,70.78
Axtel Industries,523850,,Trading,234.90,379.48,9.14,-3.46,30.47,22.75,47.13,85.96,210.96,36.45,15.16
Dangee Dums,,DANGEE,Food - Processing - Indian,368.70,378.47,-18.74,,-2.01,-14.12,23.82,629.15,237.09,,-18.77
DE Nora India,590031,DENORA,Engineering,711.80,377.88,31.28,113.39,19.92,14.92,88.74,38.54,201.49,21.22,12.47
Fredun Pharma,539730,,Pharmaceuticals - Indian - Formulations,845.00,376.26,32.58,12.44,12.63,8.75,69.54,12.78,215.07,,42.84
Hind.Urban Infra,539984,,Cables - Power,2600.00,375.15,1.32,5.17,3.40,-1.54,-16.20,-101.77,-155.69,,
Kohinoor Foods,512559,KOHINOOR,Food - Processing - Indian,104.60,374.93,-45.25,25.63,0.47,,-50.69,-191.98,196.23,14.33,6.70
Max India Ltd,543223,MAXIND,Miscellaneous,69.50,374.63,,,,,47.71,68.51,81.88,,
T R I L,532928,TRIL,Electric Equipment,28.45,374.40,10.65,44.71,9.18,2.10,19.57,-42.24,-94.36,9.10,3.37
Ram Ratna Wires,522281,,Mining / Minerals / Metals,170.00,374.00,17.17,49.25,12.40,13.46,16.11,8.54,68.61,19.20,
